Hex Color,Category
#a2a6bc,Light-Gray
#fcf7d0,Cream
#ffa49d,Light-Red
#5f3e52,Dark-Gray
#ff0d08,Red
#ffd708,Gold
#b99d9a,Light-Gray
#ffff61,Yellow
#ffbdcb,Pink
#0000e6,Blue
#8f5221,Brown
#ffe3b4,Peach
#49280a,Dark-Brown
#964e1c,Brown
#453233,Dark-Gray
#00007f,Dark-Blue
#ff1b01,Red
#ffe5b4,Peach
#575b40,Dark-Gray
#8f1fa1,Purple
#9ba0c8,Light-Gray
#ff0e3c,Red
#ff4309,Red
#006700,Dark-Green
#96fa93,Light-Green
#ffc0c9,Pink
#2a211c,Black
#5b4c50,Dark-Gray
#28060f,Black
#93fa95,Light-Green
#ff8e00,Orange
#994618,Brown
#000070,Dark-Blue
#007e00,Dark-Green
#9000c7,Purple
#f7f7f1,White
#0000da,Blue
#ffdb51,Gold
#8c12e6,Purple
#007700,Dark-Green
#1e2f09,Black
#ff9b00,Orange
#ffe1b4,Peach
#a1bdaf,Light-Gray
#fdf8d0,Cream
#ffd738,Gold
#faf8d0,White
#910293,Purple
#aedefa,Light-Blue
#ffd826,Gold
#ff9a00,Orange
#ffff50,Yellow
#a5b0bf,Light-Gray
#8d0aa5,Purple
#ffb493,Light-Red
#ff1910,Red
#adbea8,Light-Gray
#fef8d0,Cream
#ffde06,Gold
#007300,Dark-Green
#ffab7c,Light-Red
#bcecfc,Light-Blue
#ff1006,Red
#9fa79c,Light-Gray
#282404,Black
#007d00,Dark-Green
#0000e1,Blue
#ffff19,Yellow
#ff3e2b,Red
#fafcd0,Cream
#3f210f,Dark-Brown
#0000f4,Blue
#fafcd0,Cream
#ffff3d,Yellow
#fbf7d0,Cream
#090821,Black
#aed9fe,Light-Blue
#000076,Dark-Blue
#007f00,Dark-Green
#091808,Black
#0000d9,Blue
#8c7996,Gray
#9c1516,Dark-Red
#0a2619,Black
#ffb091,Light-Red
#971d89,Purple
#96f090,Light-Green
#ffa500,Orange
#068a19,Green
#ffde09,Gold
#ffff5d,Yellow
#a31c20,Dark-Red
#4f5f36,Dark-Gray
#ffe0b4,Peach
#51584a,Dark-Gray
#7d687d,Gray
#614d3c,Dark-Gray
#4d2a0a,Dark-Brown
#94070e,Dark-Red
#8b0f13,Dark-Red
#8c2323,Dark-Red
#483e54,Dark-Gray
#6d677a,Gray
#f3d4d4,White
#ffdf3a,Gold
#89149e,Purple
#ffa9ba,Light-Red
#9b250a,Dark-Red
#078310,Green
#1f032c,Black
#ffde3b,Gold
#8e02d4,Purple
#ffb7c1,Pink
#8c4a13,Brown
#ff9700,Orange
#32080a,Black
#6c8773,Gray
#5a240c,Dark-Brown
#f8f7d0,Cream
#635b61,Dark-Gray
#ffb7ca,Pink
#ffa500,Orange
#51220d,Dark-Brown
#ffb7c9,Pink
#007700,Dark-Green
#ffb7c7,Pink
#961f1a,Dark-Red
#20021a,Black
#ff170d,Red
#006e00,Dark-Green
#ffdeb4,Peach
#0000c9,Blue
#950d93,Purple
#a7a3a1,Light-Gray
#ffe4b4,Peach
#ffdc34,Gold
#8e2400,Dark-Red
#fefbd0,Cream
#000077,Dark-Blue
#ff9400,Orange
#556050,Dark-Gray
#ffddb4,Peach
#9b1112,Dark-Red
#3d200e,Dark-Brown
#fbfdd0,Cream
#924e22,Brown
#5d4e48,Dark-Gray
#ffdc65,Gold
#ffff34,Yellow
#73948b,Gray
#bba39a,Light-Gray
#9ac0a4,Light-Gray
#000075,Dark-Blue
#158621,Green
#97b7b7,Light-Gray
#8f1b12,Dark-Red
#041022,Black
#65817d,Gray
#0000ce,Blue
#910709,Dark-Red
#faf7d0,Cream
#ffc0c6,Pink
#9c4525,Brown
#ffdf46,Gold
#9e4b2d,Brown
#0000d7,Blue
#686c86,Gray
#9b4825,Brown
#930790,Purple
#faf8d0,Cream
#6a707a,Gray
#b8dced,Light-Blue
#91f291,Light-Green
#0000cf,Blue
#ff182f,Red
#7e7782,Gray
#95f098,Light-Green
#291c2d,Black
#ffaf9a,Light-Red
#131201,Black
#ffda2c,Gold
#971aa0,Purple
#0000cd,Blue
#8001d9,Purple
#a19f9f,Light-Gray
#8f1c1d,Dark-Red
#9cbda8,Light-Gray
#00006a,Dark-Blue
#f8f7d0,Cream
#ff9900,Orange
#0f270e,Black
#ff1229,Red
#ffd70c,Gold
#912611,Dark-Red
#ffff5d,Yellow
#adbc9c,Light-Gray
#00006f,Dark-Blue
#ffdfb4,Peach
#532b0e,Dark-Brown
#00006d,Dark-Blue
#ffb9c6,Pink
#57493a,Dark-Gray
#ffff4d,Yellow
#828684,Gray
#ffe2b4,Peach
#4b1e0a,Dark-Brown
#00007b,Dark-Blue
#fbf9d0,Cream
#b996c0,Light-Gray
#ffdcb4,Peach
#ff4e09,Red
#ffc0c9,Pink
#007400,Dark-Green
#870fc8,Purple
#ffff00,Yellow
#434f3b,Dark-Gray
#9f1007,Dark-Red
#ffdd34,Gold
#ffe1b4,Peach
#ffbfc4,Pink
#ffff08,Yellow
#4c210a,Dark-Brown
#b5ecf0,Light-Blue
#b1bab2,Light-Gray
#502c0d,Dark-Brown
#ffb28f,Light-Red
#ffff61,Yellow
#ffdc20,Gold
#a5221e,Dark-Red
#ffbbc5,Pink
#ffd70d,Gold
#006a00,Dark-Green
#ffdbb4,Peach
#990b1c,Dark-Red
#00008a,Dark-Blue
#92f994,Light-Green
#8b1e0c,Dark-Red
#3a5f38,Dark-Gray
#f3e5f1,White
#ffa4ae,Light-Red
#0000ea,Blue
#ffdab4,Peach
#007c00,Dark-Green
#0000ef,Blue
#ffff16,Yellow
#292f01,Black
#ffdeb4,Peach
#ff8e00,Orange
#90f292,Light-Green
#850698,Purple
#17891f,Green
#170318,Black
#0000da,Blue
#900d1a,Dark-Red
#8b15d6,Purple
#edf9ec,White
#0000e9,Blue
#901ab8,Purple
#ff4437,Red
#ff9900,Orange
#ffc0c9,Pink
#ffa2be,Light-Red
#0000df,Blue
#6e738b,Gray
#ffb7c7,Pink
#ffdbb4,Peach
#788c8f,Gray
#374141,Dark-Gray
#931024,Dark-Red
#51523e,Dark-Gray
#281211,Black
#ff582b,Red
#208403,Green
#9c18cf,Purple
#ffbfc2,Pink
#365756,Dark-Gray
#007f00,Dark-Green
#96f996,Light-Green
#940d99,Purple
#365d52,Dark-Gray
#5d3432,Dark-Gray
#1c8012,Green
#000066,Dark-Blue
#ffa6af,Light-Red
#fbd1eb,White
#4f210c,Dark-Brown
#91270e,Dark-Red
#ffdcb4,Peach
#717b8d,Gray
#b7eff8,Light-Blue
#7e8d8b,Gray
#4c220f,Dark-Brown
#ffff26,Yellow
#45240c,Dark-Brown
#ffa2b5,Light-Red
#b1ede9,Light-Blue
#ffa48e,Light-Red
#fdfcd0,Cream
#b7dff1,Light-Blue
#006a00,Dark-Green
#bee2fb,Light-Blue
#ffb7ca,Pink
#00008b,Dark-Blue
#ffff44,Yellow
#fcf9d0,Cream
#138006,Green
#95f092,Light-Green
#4f2b0e,Dark-Brown
#000077,Dark-Blue
#ffff55,Yellow
#ff9100,Orange
#ff5f41,Red
#97f097,Light-Green
#9a1a1a,Dark-Red
#00008b,Dark-Blue
#007d00,Dark-Green
#3c250a,Dark-Brown
#f5f5d0,Cream
#006700,Dark-Green
#2e1902,Black
#ff5e0f,Red
#007500,Dark-Green
#f8f6d0,Cream
#dcebeb,White
#0d1527,Black
#cdf4f4,White
#fbf5d0,Cream
#8f2902,Dark-Red
#ffb7c3,Pink
#ffb9c7,Pink
#faf6d0,Cream
#bfd8f5,Light-Blue
#000067,Dark-Blue
#b9c697,Light-Gray
#eaf6cf,White
#0b8017,Green
#e2d3d6,White
#ff1140,Red
#daebe0,White
#ffd726,Gold
#188305,Green
#4d260d,Dark-Brown
#fefcd0,Cream
#ffb7c4,Pink
#000085,Dark-Blue
#94f996,Light-Green
#ffdc1f,Gold
#00008a,Dark-Blue
#00006a,Dark-Blue
#d7d6e5,White
#fefdd0,Cream
#fff6d0,Cream
#f5fcd0,Cream
#bb99b4,Light-Gray
#f8fad0,Cream
#583834,Dark-Gray
#c7c8c0,Light-Gray
#ff0d2e,Red
#121e19,Black
#645264,Dark-Gray
#594858,Dark-Gray
#ffe3b4,Peach
#038708,Green
#bfe3f0,Light-Blue
#97f792,Light-Green
#ffd93f,Gold
#92f797,Light-Green
#95f791,Light-Green
#007800,Dark-Green
#b3acae,Light-Gray
#fdfad0,Cream
#00007e,Dark-Blue
#3f2d0b,Dark-Brown
#ff050b,Red
#634834,Dark-Gray
#ffe3b4,Peach
#9b2209,Dark-Red
#8f1b1f,Dark-Red
#b4ecee,Light-Blue
#f9d9f8,White
#2a2e26,Black
#14860b,Green
#ffa49e,Light-Red
#ff8c00,Orange
#97aebf,Light-Gray
#54260f,Dark-Brown
#93f590,Light-Green
#dddbe2,White
#d0e7f0,White
#8205cc,Purple
#485032,Dark-Gray
#ffdcb4,Peach
#9e19e5,Purple
#9e0098,Purple
#ffe0b4,Peach
#ffdcb4,Peach
#44583f,Dark-Gray
#8c521a,Brown
#ffff21,Yellow
#95f494,Light-Green
#ff9100,Orange
#acb0ae,Light-Gray
#ffb67b,Light-Red
#ff3e13,Red
#ff1a13,Red
#7d818d,Gray
#ffd806,Gold
#ffdbb4,Peach
#006500,Dark-Green
#8d1b9f,Purple
#006e00,Dark-Green
#6c9276,Gray
#90f898,Light-Green
#ffa4be,Light-Red
#5c4054,Dark-Gray
#ffff30,Yellow
#d4f0cc,White
#b5c5b5,Light-Gray
#fffdd0,Cream
#000066,Dark-Blue
#000068,Dark-Blue
#45250a,Dark-Brown
#ff8d00,Orange
#ffa58d,Light-Red
#b4e1fd,Light-Blue
#ffbcc8,Pink
#9d2513,Dark-Red
#9d02b4,Purple
#e5d2e8,White
#b9e6f2,Light-Blue
#006b00,Dark-Green
#f6fdd0,Cream
#132720,Black
#ffde63,Gold
#ffff56,Yellow
#960e84,Purple
#99b6c5,Light-Gray
#ffdeb4,Peach
#9a4b15,Brown
#ff1b25,Red
#8006db,Purple
#93f994,Light-Green
#859267,Gray
#ffff32,Yellow
#ffa7a3,Light-Red
#0000e8,Blue
#badff2,Light-Blue
#ffff65,Yellow
#ff383f,Red
#007700,Dark-Green
#006a00,Dark-Green
#08270a,Black
#0000d7,Blue
#0000e5,Blue
#0000ec,Blue
#f5f7d0,Cream
#c8f8ed,White
#007700,Dark-Green
#8c068c,Purple
#0f0020,Black
#4d260d,Dark-Brown
#ffe0b4,Peach
#007100,Dark-Green
#ab9fa2,Light-Gray
#ff9f00,Orange
#991000,Dark-Red
#9e0815,Dark-Red
#ff9600,Orange
#442b0b,Dark-Brown
#007300,Dark-Green
#faf5d0,Cream
#108618,Green
#006f00,Dark-Green
#6e6890,Gray
#ffdcb4,Peach
#9facb6,Light-Gray
#424942,Dark-Gray
#ffb5a1,Light-Red
#ffdcb4,Peach
#fbe7e0,White
#8809c3,Purple
#ff611f,Red
#1b291e,Black
#1e3129,Black
#9f261b,Dark-Red
#0000dc,Blue
#018a1e,Green
#93fb94,Light-Green
#faf9d0,Cream
#ffdc08,Gold
#53200d,Dark-Brown
#128411,Green
#9ea69b,Light-Gray
#ffbdc2,Pink
#ffd727,Gold
#9fa396,Light-Gray
#afc8a2,Light-Gray
#028b02,Green
#8c230d,Dark-Red
#aea9ae,Light-Gray
#91f094,Light-Green
#ffdd2d,Gold
#ccdee3,White
#9ebd99,Light-Gray
#48220f,Dark-Brown
#0000f3,Blue
#b6edfd,Light-Blue
#c9dae8,White
#0f880c,Green
#ff9300,Orange
#935217,Brown
#bdd8f4,Light-Blue
#ffdbb4,Peach
#9ebbb0,Light-Gray
#483952,Dark-Gray
#22151f,Black
#90f398,Light-Green
#41200a,Dark-Brown
#648d86,Gray
#e4d8d7,White
#525e60,Dark-Gray
#934823,Brown
#d9efdf,White
#96c0ac,Light-Gray
#93f496,Light-Green
#95f591,Light-Green
#152c02,Black
#ffada9,Light-Red
#8a9485,Gray
#98f896,Light-Green
#0e182c,Black
#1a1104,Black
#ffa195,Light-Red
#ff9400,Orange
#eafee8,White
#b5def2,Light-Blue
#fff6d0,Cream
#e5f1cb,White
#ff2b3f,Red
#40465e,Dark-Gray
#a04b1c,Brown
#000067,Dark-Blue
#ffa400,Orange
#a00d0d,Dark-Red
#9c0800,Dark-Red
#16150c,Black
#ffab92,Light-Red
#4b3550,Dark-Gray
#ffdd2f,Gold
#ffff06,Yellow
#8c7772,Gray
#ff9500,Orange
#ffe4b4,Peach
#ff3e3a,Red
#aa9cb9,Light-Gray
#ffbaca,Pink
#ffa300,Orange
#f6f6d0,Cream
#ff0123,Red
#ffa100,Orange
#951583,Purple
#90f597,Light-Green
#ffdeb4,Peach
#000067,Dark-Blue
#992811,Dark-Red
#ffddb4,Peach
#737484,Gray
#007600,Dark-Green
#ffaabb,Light-Red
#493c43,Dark-Gray
#94f896,Light-Green
#ff5321,Red
#ffad9a,Light-Red
#ff4d1b,Red
#f9fdd0,Cream
#000066,Dark-Blue
#000088,Dark-Blue
#922a17,Dark-Red
#ffaf9e,Light-Red
#ffdf12,Gold
#eed5ff,White
#ffe3b4,Peach
#ffbac6,Pink
#848873,Gray
#ffdeb4,Peach
#bfaac2,Light-Gray
#99afab,Light-Gray
#9c96bc,Light-Gray
#ffd847,Gold
#ff8f00,Orange
#006e00,Dark-Green
#bbdff8,Light-Blue
#6c9280,Gray
#ffff33,Yellow
#007700,Dark-Green
#ff8e00,Orange
#ffa500,Orange
#ffb6c4,Pink
#8e1aa2,Purple
#ffb8c3,Pink
#ff4219,Red
#931815,Dark-Red
#981abf,Purple
#9e1b9f,Purple
#ffbec6,Pink
#413f48,Dark-Gray
#ff9500,Orange
#006b00,Dark-Green
#980004,Dark-Red
#ffa4b2,Light-Red
#007b00,Dark-Green
#914b1b,Brown
#0000ca,Blue
#656786,Gray
#800496,Purple
#228717,Green
#58260c,Dark-Brown
#9e5029,Brown
#a0221d,Dark-Red
#ff9d00,Orange
#a09bb5,Light-Gray
#b5ebe9,Light-Blue
#ff3333,Red
#0000f5,Blue
#ffdf32,Gold
#ffb6cb,Pink
#ffd912,Gold
#effddf,White
#fefbd0,Cream
#f5f7d0,Cream
#ff9600,Orange
#ffdb0b,Gold
#623862,Dark-Gray
#ff3445,Red
#ffff5a,Yellow
#f3e0ee,White
#f6fbd0,Cream
#e5f0e4,White
#ffbdc4,Pink
#9b4f24,Brown
#ff1040,Red
#ffb8c1,Pink
#8406d6,Purple
#93ee96,Light-Green
#d3dbe6,White
#15840d,Green
#ff9000,Orange
#c89aad,Light-Gray
#4f270b,Dark-Brown
#ffda4e,Gold
#ffff1f,Yellow
#836f65,Gray
#b6e0f0,Light-Blue
#ffff15,Yellow
#320a2b,Black
#624d60,Dark-Gray
#ffff0b,Yellow
#ffdc5d,Gold
#5d3943,Dark-Gray
#ffff1d,Yellow
#52555e,Dark-Gray
#ff3334,Red
#e9f7fe,White
#95fa90,Light-Green
#bce8ef,Light-Blue
#98a69d,Light-Gray
#97260c,Dark-Red
#9305be,Purple
#000086,Dark-Blue
#ff9400,Orange
#fefad0,Cream
#91fb91,Light-Green
#a1aac4,Light-Gray
#98fa98,Light-Green
#fdfad0,Cream
#b8b9af,Light-Gray
#a00cac,Purple
#717583,Gray
#ffd826,Gold
#93f591,Light-Green
#93f592,Light-Green
#ff1d38,Red
#541e0c,Dark-Brown
#676a7d,Gray
#ff103c,Red
#ff513a,Red
#fdfbd0,Cream
#658d91,Gray
#fdf5d0,Cream
#3c290c,Dark-Brown
#93f497,Light-Green
#ffe4b4,Peach
#00008b,Dark-Blue
#06891d,Green
#4b493f,Dark-Gray
#ffbdc8,Pink
#f2e9df,White
#7e7490,Gray
#ffff09,Yellow
#ffe3b4,Peach
#ffdd30,Gold
#ffdc32,Gold
#5a250d,Dark-Brown
#00007b,Dark-Blue
#fdfbd0,Cream
#9f15b5,Purple
#b7e1f0,Light-Blue
#ffff63,Yellow
#ff5527,Red
#ffbcc8,Pink
#9f4f23,Brown
#a32515,Dark-Red
#ffaa8c,Light-Red
#9d5219,Brown
#ffb8c8,Pink
#0000d9,Blue
#532d0c,Dark-Brown
#2d2922,Black
#9e0e21,Dark-Red
#ff8c00,Orange
#f6d6ea,White
#000074,Dark-Blue
#00006e,Dark-Blue
#ffdfea,White
#9b1929,Dark-Red
#ffff64,Yellow
#ffdeb4,Peach
#0000cf,Blue
#ffdf63,Gold
#ffdb50,Gold
#ffd908,Gold
#796e73,Gray
#ffff2f,Yellow
#ffb7ca,Pink
#ff141a,Red
#ffff2c,Yellow
#940d2a,Dark-Red
#d9d3d0,White
#606047,Dark-Gray
#ffb8c9,Pink
#ffb9c7,Pink
#00006f,Dark-Blue
#ffdbb4,Peach
#965119,Brown
#99141c,Dark-Red
#8f7181,Gray
#ffc0ca,Pink
#ffff54,Yellow
#9b4d1a,Brown
#8e4c27,Brown
#2e0202,Black
#fbe6f0,White
#53240f,Dark-Brown
#ffdd3d,Gold
#aedff8,Light-Blue
#ffb499,Light-Red
#421f0f,Dark-Brown
#ffaea4,Light-Red
#8e05d4,Purple
#002001,Black
#ffd818,Gold
#faf6d0,Cream
#b1edeb,Light-Blue
#ffb3bb,Light-Red
#000066,Dark-Blue
#8d4e22,Brown
#ffda61,Gold
#ffdbb4,Peach
#ff3844,Red
#9c482d,Brown
#faf6d0,Cream
#970221,Dark-Red
#101b1f,Black
#ffe3b4,Peach
#511f0b,Dark-Brown
#ff8f00,Orange
#0000d6,Blue
#000085,Dark-Blue
#fdf8fd,White
#465d3d,Dark-Gray
#ffdb5b,Gold
#ff1e03,Red
#9a1201,Dark-Red
#9b1423,Dark-Red
#ffa1a1,Light-Red
#9115b9,Purple
#ff1e1e,Red
#ffd815,Gold
#92f494,Light-Green
#028904,Green
#ffbec1,Pink
#0c0102,Black
#ffa3a7,Light-Red
#0000f2,Blue
#ffff3a,Yellow
#96f193,Light-Green
#b39896,Light-Gray
#44200c,Dark-Brown
#14871b,Green
#8703b0,Purple
#ffff46,Yellow
#007f00,Dark-Green
#90f594,Light-Green
#000066,Dark-Blue
#932023,Dark-Red
#8d828e,Gray
#4b6158,Dark-Gray
#a00903,Dark-Red
#f6fbd0,Cream
#ff9900,Orange
#980d29,Dark-Red
#ff9b00,Orange
#a8a6bc,Light-Gray
#ff4624,Red
#9a119a,Purple
#f6dce5,White
#ff0646,Red
#7f7089,Gray
#ffdab4,Peach
#ffff4a,Yellow
#555757,Dark-Gray
#572c0f,Dark-Brown
#218211,Green
#ffda62,Gold
#b1d8f1,Light-Blue
#ffff4e,Yellow
#f5f6d0,Cream
#6c7b68,Gray
#90fa94,Light-Green
#ffff1a,Yellow
#9c2907,Dark-Red
#645533,Dark-Gray
#e8dee8,White
#f8f5d0,Cream
#afc0c7,Light-Gray
#b6e3eb,Light-Blue
#068604,Green
#ffbfc1,Pink
#ffff42,Yellow
#9d2229,Dark-Red
#541f0c,Dark-Brown
#1b871e,Green
#ffbecb,Pink
#007100,Dark-Green
#006c00,Dark-Green
#ffbfc7,Pink
#94ef92,Light-Green
#97f194,Light-Green
#934525,Brown
#fcfdd0,Cream
#f8fcd0,Cream
#90f394,Light-Green
#603842,Dark-Gray
#9a0ab1,Purple
#94078c,Purple
#ffacb7,Light-Red
#3c4e32,Dark-Gray
#ffff1f,Yellow
#000066,Dark-Blue
#994616,Brown
#00007a,Dark-Blue
#0000ff,Blue
#b9e8ea,Light-Blue
#fcd1dd,White
#edeed6,White
#94fb90,Light-Green
#9a12ae,Purple
#ffa000,Orange
#ffb3a1,Light-Red
#ff9f00,Orange
#00006c,Dark-Blue
#b1eff4,Light-Blue
#006d00,Dark-Green
#ff4335,Red
#000083,Dark-Blue
#8b4727,Brown
#ff351b,Red
#240c20,Black
#83108e,Purple
#211413,Black
#ff3337,Red
#0000f9,Blue
#951621,Dark-Red
#ffdcb4,Peach
#e4e7f9,White
#0000ee,Blue
#ffdb47,Gold
#ffdfb4,Peach
#8e292a,Dark-Red
#8517d7,Purple
#ffdeb4,Peach
#4f4453,Dark-Gray
#ffdbb4,Peach
#9915d0,Purple
#006a00,Dark-Green
#000069,Dark-Blue
#a797b8,Light-Gray
#000066,Dark-Blue
#000074,Dark-Blue
#ffff18,Yellow
#b09da8,Light-Gray
#b3e8ee,Light-Blue
#422a0b,Dark-Brown
#ffd840,Gold
#951fae,Purple
#37495f,Dark-Gray
#ffb7c7,Pink
#a4040a,Dark-Red
#83676b,Gray
#95f191,Light-Green
#ffa300,Orange
#ffa985,Light-Red
#961f90,Purple
#ffbfc5,Pink
#bae2ee,Light-Blue
#ffa87b,Light-Red
#8817b2,Purple
#ff523d,Red
#ff8f00,Orange
#a2c3a3,Light-Gray
#810fc0,Purple
#ff0128,Red
#0000d1,Blue
#99452a,Brown
#000087,Dark-Blue
#000069,Dark-Blue
#f2f1d7,White
#92fa95,Light-Green
#ffab9e,Light-Red
#ffae86,Light-Red
#ffb6c8,Pink
#56270b,Dark-Brown
#ffa500,Orange
#006a00,Dark-Green
#0000e1,Blue
#860790,Purple
#ff3133,Red
#1c0017,Black
#d3d0f8,White
#8004c1,Purple
#000073,Dark-Blue
#b2dbe7,Light-Blue
#ff9000,Orange
#fbf7d0,Cream
#8c11c1,Purple
#ffa896,Light-Red
#e8f0cb,White
#4d4056,Dark-Gray
#100c03,Black
#811a82,Purple
#ffdb41,Gold
#0b8805,Green
#3b394a,Dark-Gray
#676f8e,Gray
#00006c,Dark-Blue
#a39fb5,Light-Gray
#038715,Green
#515c46,Dark-Gray
#52364b,Dark-Gray
#f6fdd0,Cream
#ffff4b,Yellow
#1a8710,Green
#ff3a37,Red
#0000e0,Blue
#b7e0e6,Light-Blue
#800bee,Purple
#b5deea,Light-Blue
#ff1300,Red
#ffdab4,Peach
#8507ce,Purple
#00007a,Dark-Blue
#42230b,Dark-Brown
#000072,Dark-Blue
#95f496,Light-Green
#323e4e,Dark-Gray
#fef8d0,Cream
#921205,Dark-Red
#2c0f1f,Black
#ffff39,Yellow
#ff9d00,Orange
#d0d1d8,White
#ffa400,Orange
#46290a,Dark-Brown
#8417aa,Purple
#910401,Dark-Red
#ffff1c,Yellow
#8301cf,Purple
#ffdfb4,Peach
#55260b,Dark-Brown
#8f1a27,Dark-Red
#ffda23,Gold
#afe1f5,Light-Blue
#96fa91,Light-Green
#54290a,Dark-Brown
#ff0046,Red
#a05117,Brown
#914d29,Brown
#27150b,Black
#948f75,Gray
#f6d9cf,White
#ff6336,Red
#fdf8d0,Cream
#921914,Dark-Red
#ffdc3d,Gold
#ffff20,Yellow
#fcf8d0,Cream
#ff5514,Red
#1c8016,Green
#940da7,Purple
#912412,Dark-Red
#0000fd,Blue
#07860a,Green
#94fa91,Light-Green
#0c311b,Black
#ff541d,Red
#ffff26,Yellow
#6f8973,Gray
#000079,Dark-Blue
#ffda39,Gold
#ccd1cc,White
#ffff37,Yellow
#91f891,Light-Green
#ffabbc,Light-Red
#45495c,Dark-Gray
#007900,Dark-Green
#b1eee7,Light-Blue
#ffbbc7,Pink
#ffa989,Light-Red
#6f808d,Gray
#8017dc,Purple
#3f573b,Dark-Gray
#452c0b,Dark-Brown
#bfe7f6,Light-Blue
#007c00,Dark-Green
#dadce0,White
#8d1cbf,Purple
#ffff09,Yellow
#1c0100,Black
#9e5219,Brown
#ffff17,Yellow
#ffd727,Gold
#94f095,Light-Green
#717370,Gray
#a018db,Purple
#8d6696,Gray
#7e6792,Gray
#0000ec,Blue
#ffdcb4,Peach
#ff3c12,Red
#96f692,Light-Green
#ffa500,Orange
#ffab7d,Light-Red
#b4ebf8,Light-Blue
#ff8c00,Orange
#bce0fc,Light-Blue
#ff1f37,Red
#b5ebe7,Light-Blue
#ff2006,Red
#00007d,Dark-Blue
#a3aeb8,Light-Gray
#161924,Black
#ffa48b,Light-Red
#ffdcb4,Peach
#242b0e,Black
#e1d3cd,White
#ffaeaf,Light-Red
#cde5e3,White
#b7dce6,Light-Blue
#007300,Dark-Green
#ff4e15,Red
#fefdd0,Cream
#ffff31,Yellow
#678293,Gray
#dff6ea,White
#e3dff1,White
#ffff1a,Yellow
#0000e0,Blue
#ffe2b4,Peach
#ff9800,Orange
#514044,Dark-Gray
#ffbeca,Pink
#fffbef,White
#95f098,Light-Green
#006f00,Dark-Green
#ff3c32,Red
#ffff1a,Yellow
#0000ec,Blue
#952114,Dark-Red
#ffbac5,Pink
#9f4e1e,Brown
#40424a,Dark-Gray
#ffd861,Gold
#ffa300,Orange
#ffa28c,Light-Red
#000081,Dark-Blue
#9114c5,Purple
#d7e5d1,White
#9f5018,Brown
#141f0d,Black
#09290e,Black
#56200a,Dark-Brown
#007b00,Dark-Green
#932209,Dark-Red
#280e08,Black
#c29bc1,Light-Gray
#0e891d,Green
#914d28,Brown
#ffb3bf,Light-Red
#06861f,Green
#fdfcd0,Cream
#000086,Dark-Blue
#5a200b,Dark-Brown
#fafad0,Cream
#d8ffd4,White
#51635f,Dark-Gray
#9b1dec,Purple
#656672,Gray
#ff3b0d,Red
#964927,Brown
#ff9700,Orange
#947f77,Gray
#d5fdcf,White
#00007f,Dark-Blue
#ffb6c6,Pink
#91f790,Light-Green
#ffa500,Orange
#0000ea,Blue
#301521,Black
#582b0f,Dark-Brown
#3c2a0e,Dark-Brown
#ffd91a,Gold
#95f298,Light-Green
#494555,Dark-Gray
#128421,Green
#ffbdc1,Pink
#97f195,Light-Green
#a0030d,Dark-Red
#007d00,Dark-Green
#0000f8,Blue
#b4b997,Light-Gray
#ffbac8,Pink
#bbe8fc,Light-Blue
#8e4c1a,Brown
#c5a4b1,Light-Gray
#021c08,Black
#ffff55,Yellow
#914817,Brown
#ffdab4,Peach
#ff9800,Orange
#964f26,Brown
#ff8f00,Orange
#000081,Dark-Blue
#9404a0,Purple
#1b8717,Green
#870da0,Purple
#921600,Dark-Red
#0e042b,Black
#ffdb45,Gold
#412a0e,Dark-Brown
#97f490,Light-Green
#9b1a20,Dark-Red
#ffbdc6,Pink
#930b0a,Dark-Red
#ffab84,Light-Red
#ffe3b4,Peach
#ff9c00,Orange
#5d484e,Dark-Gray
#1b8703,Green
#b6ddf4,Light-Blue
#ffff09,Yellow
#007a00,Dark-Green
#ff9100,Orange
#ffda2e,Gold
#91f996,Light-Green
#0000e9,Blue
#ff8e00,Orange
#007300,Dark-Green
#9e1204,Dark-Red
#b9e3fd,Light-Blue
#8e7f7e,Gray
#ff4b3f,Red
#f8fcd0,Cream
#91f794,Light-Green
#cfcbf6,White
#ffdab4,Peach
#ffe5b4,Peach
#821baa,Purple
#8217dc,Purple
#006600,Dark-Green
#92fb97,Light-Green
#6b7981,Gray
#0000e1,Blue
#ffff31,Yellow
#ff9400,Orange
#96f091,Light-Green
#0c821b,Green
#f2c8ee,White
#fff8d0,Cream
#916894,Gray
#fdf9d0,Cream
#a0c8c2,Light-Gray
#ffdeb4,Peach
#95757a,Gray
#626059,Dark-Gray
#068115,Green
#ffb5b2,Light-Red
#f8f9d0,Cream
#dfe4cd,White
#b4ebf5,Light-Blue
#00006b,Dark-Blue
#05831d,Green
#ff9f00,Orange
#b6ecf8,Light-Blue
#94512a,Brown
#ff5906,Red
#a3bec7,Light-Gray
#8e4b19,Brown
#000079,Dark-Blue
#ffdb5b,Gold
#831a8f,Purple
#f6feca,White
#5a5359,Dark-Gray
#ffe4b4,Peach
#ffb499,Light-Red
#0000de,Blue
#0000e5,Blue
#0b161f,Black
#eaf6d6,White
#8e101f,Dark-Red
#ffddb4,Peach
#ffda22,Gold
#ffaf90,Light-Red
#bfebf3,Light-Blue
#afefeb,Light-Blue
#a4240f,Dark-Red
#b5b4a9,Light-Gray
#ff0111,Red
#9e4622,Brown
#fffbd0,Cream
#f0eede,White
#91ef96,Light-Green
#006700,Dark-Green
